Price,Name,Brand,Size,Packaging,Female,Male,Homo,Perufme,EdP,EdT,EdC,Floral,Fruity,Food,Amber,Woody,Leather,Aquatic,Green,Other,Fresh/Energetic,Warm,Classic,Sweet,Individual,Limitation,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,J'ADORE,Dior,0.5,0.6,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,POISON,Dior,0.5,0.7,1,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,n°5,Chanel,6.8,0.5,1,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,n°5,Chanel,1,0.4,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,coco mademoiselle,Chanel,6.8,0.5,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,coco mademoiselle,Chanel,6.8,0.5,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,coco,Chanel,0.5,0.4,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,coco noir,Chanel,0.5,0.45,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,n°19,Chanel,0.5,0.4,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,bleu de chanel,Chanel,5,0.2,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,bleu de chanel,Chanel,10,0.2,,1,,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,allure homme édition blanche,Chanel,5,0.4,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,LA VIE EST BELLE X ATELIER PAULIN,LANCOME,1.7,0.7,1,,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,ÔUD BOUQUET,LANCOME,3.4,0.7,,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,RÔSES BERBERANZA,LANCOME,3.4,0.7,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,ÔUD AMBROISIE,LANCOME,3.4,0.7,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,LAVANDES TRIANON,LANCOME,3.4,0.7,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,JASMINS MARZIPANE,LANCOME,3.4,0.7,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,TUBÉREUSES CASTANE,LANCOME,3.4,0.7,,,1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,IRIS DRAGEES,LANCOME,3.4,0.7,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,ORANGES BIGARADES,LANCOME,3.4,0.7,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,SAGAMORE,LANCOME,2.5,0.5,,1,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,MAGNOLIA ROSAE,LANCOME,3.4,0.7,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PATCHOULI AROMATIQUE,LANCOME,3.4,0.7,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"The Voice of the Snake, Oud",Gucci,3.4,0.5,,,1,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"Tears of Iris, Iris",Gucci,3.4,0.5,,,1,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"Winter's Spring, Mimosa",Gucci,3.4,0.5,,,1,,1,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"The Virgin Violet, Violet",Gucci,3.4,0.5,,,1,,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"Fading Autumn, Woods",Gucci,5,0.4,,,1,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"Moonlight Serenade, Lavender",Gucci,5,0.4,,,1,,1,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"A Winter Melody, Cypress",Gucci,5,0.4,,,1,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Private Collection Tuberose Gardenia,EsteeLauder,2.5,0.5,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Tangier Vanille d’Or,EsteeLauder,3.4,0.5,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Evening Rose d'Or,EsteeLauder,3.4,0.5,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Aegea Blossom,EsteeLauder,3.4,0.6,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Mediterranean Honeysuckle,EsteeLauder,3.4,0.6,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Amber Musk,EsteeLauder,3.4,0.6,1,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Ikat Jasmine,EsteeLauder,3.4,0.6,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Evening Rose,EsteeLauder,3.4,0.6,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Waterlily Sun,EsteeLauder,3.4,0.6,1,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Iris Meadow,EsteeLauder,3.4,0.6,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Absolus d'Orient Encens Mythique,Guerlain,4.2,0.7,,,1,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Absolus d'Orient Musc Noble,Guerlain,4.2,0.7,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Bois Mystérieux,Guerlain,4.2,0.7,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Santal Royal,Guerlain,4.2,0.7,,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Eau d'orange verte,Hermes,13.5,0.5,,,1,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Concentre d'orange verte ,Hermes,6.76,0.5,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"24, Faubourg",Hermes,3.38,0.6,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Caleche,Hermes,3.38,0.5,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Eau de rhubarbe ecarlate,Hermes,6.76,0.4,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Jour d'Hermes Absolu,Hermes,2.87,0.6,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Kelly Caleche,Hermes,3.38,0.6,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Kelly Caleche,Hermes,3.38,0.6,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Rouge Hermes,Hermes,3.38,0.5,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Hiris,Hermes,3.38,0.5,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Eau des Merveilles Bleue ,Hermes,3.38,0.6,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Terre d'Hermes ,Hermes,6.76,0.5,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Terre d'Hermes ,Hermes,6.76,0.5,,1,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Voyage d'Hermes ,Hermes,3.38,0.6,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PIVOINE SUZHOU,Giorgio Armani,8.5,0.5,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,ORANGERIE VENISE,Giorgio Armani,3.4,0.5,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,ACQUA DI GIÒ PROFUMO,Giorgio Armani,10.1,0.5,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,ACQUA DI GIÒ PROFUMO,Giorgio Armani,6,0.5,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
