Price,Name,Brand,History,Size,Packaging,Limitation,Female,Male,Neutral,Parfume,EdP,EdT,EdC,Floral,Fruity,Food,Amber,Woody,Leather,Aquatic,Green,Other,Fresh/Energetic,Warm,Classic,Sweet,Individual,Support
78,Very Sexy Platinum For Him Cologne,VICTORIASSECRET,49,3.4,0.4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
79,Viva La Juicy,JuicyCouture,24,1,0.7,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3
80,Coach EdP,Coach,78,1.7,0.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80,Light Blue Sun Pour Femme,DolceGabbana,34,1.6,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
80,Gucci Flora Gorgeous Gardenia Eau de Toilette For Her,Gucci,108,1.6,0.35,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
80,Candy Gloss,Prada,116,1.7,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
82,Gucci Guilty Women,Gucci,108,1.6,0.5,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3
83,Happy Heart,Clinique,51,3.4,0.1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
85,Coach Poppy Citrine Blossom,Coach,78,3.4,0.35,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
85,Sinner Eau de Parfum,KatVonD,11,3.4,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
86,Omnia Crystalline Candy ,BVLGARI,135,2.2,0.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
86,Daisy Love Eau de Toilette,MarcJacobs,35,1.7,0.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
88,La Femme Prada L'Eau,Prada,116,1.7,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
89,Couture Couture,JuicyCouture,24,3.4,0.8,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3
90,Men's Luna Rossa Carbon,Prada,116,3.4,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
92,Obsession,CK,51,3.4,0.2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3
92,Versace Eros Pour Femme,Versace,41,1.7,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
93,Fifth Avenue,ElizabethArden,119,4.2,0.55,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3
94,Juicy Couture I Love Juicy Couture,JuicyCouture,24,3.4,0.55,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3
94,Black Opium Intense,YvesSaintLaurent,53,1.6,0.7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
95,Coach Platinum,Coach,78,3.3,0.58,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3
95,Bamboo,Gucci,108,1.6,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
95,Versace Yellow Diamond,Versace,41,3,0.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
96,Juicy Couture,JuicyCouture,24,3.4,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3
98,euphoura,CK,51,3.4,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,3
98,Viva La Juicy Gold Couture,JuicyCouture,24,3.4,0.8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3
99,My Burberry Eau de Parfum,Burberry,163,1.7,0.4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
99,Gucci Guilty Women,Gucci,108,2.5,0.5,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3
100,Calvin Klain Beauty,CK,51,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
100,J'Adore,Dior,73,1.7,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
100,L'Homme Prada Men's,Prada,116,3.4,0.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
100,Aura Mugler,ThierryMugler,45,1.7,0.5,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3
102,Light Blue Sun Pour Femme,DolceGabbana,34,3.3,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
105,My Burberry Eau de Toilette,Burberry,163,3.3,0.4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
106,Daisy Love Eau de Toilette,MarcJacobs,35,3.4,0.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
107,CHANCE EAU TENDRE Eau de Toilette,Chanel,119,3.4,0.3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
110,34 Eau de Toilette,Diptqyue,58,1.7,0.65,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,3
112,Versace Bright Crystal Absolu,Versace,41,3,0.35,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3
118,Daisy Eau So Fresh Eau de Toilette,MarcJacobs,35,4.2,0.65,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
120,SAUVAGE EdP,Dior,73,3.4,0.35,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
120,Dolce Garden,DolceGabbana,34,2.5,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
120,Viva La Juicy Limited,JuicyCouture,24,3.4,0.9,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3
120,Versace Eros Pour Femme,Versace,41,3.4,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3
122,La Femme Prada L'Eau,Prada,116,3.4,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
124,L'Homme Prada Men's,Prada,116,5.1,0.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
124,Black Opium Nuit Blanche,YvesSaintLaurent,53,3,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
125,MISS DIOR BLOOMING BOUQUET,Dior,73,5,0.45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
127,My Burberry Eau de Parfum,Burberry,163,3.3,0.4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
130,Miss Dior,Dior,73,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
130,Bloom Eau de Parfum For Her,Gucci,108,3.3,0.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
130,Juicy Couture Glistening Amber,JuicyCouture,24,3.4,0.9,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
132,La Femme Prada,Prada,116,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
135,Men's Luna Rossa Carbon,Prada,116,5.1,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
140,Wood Sage & Sea Salt Cologne,JoMalone,25,3.4,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
145,Alien,ThierryMugler,45,3,0.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3
146,Splendida Tubereuse Mystique,BVLGARI,135,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
146,SPLENDIDA BVLGARI Iris D'Or,BVLGARI,135,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
150,ACQUA DI GIÒ,GiorgioArmani,44,10.1,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
154,Voyage d'Hermes ,Hermes,182,3.38,0.6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
155,allure homme édition blanche,Chanel,119,5,0.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
159,"24, Faubourg",Hermes,182,3.38,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
160,Angel,ThierryMugler,45,3.4,0.5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
166,Kelly Caleche,Hermes,182,3.38,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
170,Beyond Rose,Clinique,51,3.4,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
170,Concentre d'orange verte ,Hermes,182,6.76,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
175,ROSE ALEXANDRIE,GiorgioArmani,44,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
175,Eau d'orange verte,Hermes,182,6.76,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
175,FIGUES & AGRUMES,LANCOME,84,3.4,0.7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
180,Gardenia Rattan,EsteeLauder,73,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
180,Aegea Blossom,EsteeLauder,73,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
180,SAGAMORE,LANCOME,84,2.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
188,"24, Faubourg",Hermes,182,3.38,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
190,Dark Amber & Ginger Lily Cologne Intense,JoMalone,25,3.4,0.3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
198,PARFAIT DE RÔSES,LANCOME,84,3.4,0.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
200,Bois Mystérieux,Guerlain,191,4.2,0.7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
200,Santal Royal,Guerlain,191,4.2,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
208,RÔSES BERBERANZA,LANCOME,84,3.4,0.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
210,n°5,Chanel,119,0.5,0.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
210,J'Adore Extrait de parfum,Dior,73,0.5,0.6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
215,n°5,Chanel,119,6.8,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
225,coco mademoiselle,Chanel,119,6.8,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
240,Evening Rose d'Or,EsteeLauder,73,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
280,"Fading Autumn, Woods",Gucci,108,5,0.4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
290,Rose & White Musk Absolu,JoMalone,25,3.4,0.4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3
340,"The Last Day of Summer, Woods",Gucci,108,3.4,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
340,"The Virgin Violet, Violet",Gucci,108,3.4,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
