Price,Name,Brand,History,Size,Packaging,Limitation,Female,Male,Neutral,Parfume,EdP,EdT,EdC,Floral,Fruity,Food,Amber,Woody,Leather,Aquatic,Green,Other,Fresh/Energetic,Warm,Classic,Sweet,Individual,Support
120,Dolce Peony,DolceGabbana,34,2.5,0.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,Aura Mugler,ThierryMugler,45,3.4,0.5,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
120,Versace Dylan Blue,Versace,41,6.7,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
124,Rose Goldea,BVLGARI,135,3.4,0.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,Candy,Prada,116,2.7,0.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
124,Mon Paris Floral,YvesSaintLaurent,53,3,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,DIOR HOMME EAU FOR MEN,Dior,73,5,0.35,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,My Burberry Black Parfum,Burberry,163,3.3,0.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
130,J'Adore,Dior,73,3.4,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Dark Amber & Ginger Lily Cologne Intense,JoMalone,25,1.7,0.3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
130,Juicy Couture Royal Rose,JuicyCouture,24,3.4,0.9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,COCO MADEMOISELLE Eau de Parfum,Chanel,119,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,Eau des Sens Eau de Toilette,Diptqyue,58,3.4,0.2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
140,Black Cedarwood & Juniper Cologne,JoMalone,25,3.4,0.1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
145,Black Opium,YvesSaintLaurent,53,5,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
146,SPLENDIDA BVLGARI Rose Rose,BVLGARI,135,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,Nectarine Blossom & Honey Cologne with Daisy Leaf Lace Design,JoMalone,25,3.4,0.3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
151,Kelly Caleche,Hermes,182,3.38,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
155,bleu de chanel,Chanel,119,5,0.2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
155,ACQUA DI GIÒ PROFUMO,GiorgioArmani,44,6,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
159,Rose Amazone,Hermes,182,3.38,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
165,J'Adore,Dior,73,5,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Jour d'Hermes Absolu,Hermes,182,2.87,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,SAUVAGE EdP,Dior,73,6.8,0.35,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
174,Men's La Nuit de L'homme,YvesSaintLaurent,53,6.7,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
175,PIVOINE SUZHOU,GiorgioArmani,44,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,PATCHOULI AROMATIQUE,LANCOME,84,3.4,0.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
180,Hibiscus Palm,EsteeLauder,73,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
180,Mediterranean Honeysuckle,EsteeLauder,73,3.4,0.6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
180,Tangier Vanille,EsteeLauder,73,3.4,0.6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
185,ACQUA DI GIÒ PROFUMO,GiorgioArmani,44,10.1,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
190,bleu de chanel,Chanel,119,5,0.2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
198,LAVANDES TRIANON,LANCOME,84,3.4,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
198,SANTAL KARDAMON,LANCOME,84,3.4,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
200,Absolus d'Orient Encens Mythique,Guerlain,191,4.2,0.7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
205,Eau d'orange verte,Hermes,182,13.5,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
208,ÔUD BOUQUET,LANCOME,84,3.4,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
210,coco noir,Chanel,119,0.5,0.45,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210,POISON,Dior,73,0.5,0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
215,n°5,Chanel,119,6.8,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,DOLCE&GABBANA Light Blue,DolceGabbana,34,6.6,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
250,bleu de chanel,Chanel,119,10,0.2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
280,"Moonlight Serenade, Lavender",Gucci,108,5,0.4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,LA VIE EST BELLE X ATELIER PAULIN,LANCOME,84,1.7,0.7,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
340,"The Eyes of the Tiger, Amber",Gucci,108,3.4,0.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
370,"The Voice of the Snake, Oud",Gucci,108,3.4,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
